"id";"text_answer";"boolean_answer";"created_at";"updated_at";"pergunta_id";"resposta_levantamento_id"
46;;true;2024-09-16 06:57:12.040 -0400;2024-10-08 11:03:47.707 -0400;43;1
51;;true;2024-09-16 06:57:12.040 -0400;2024-10-10 11:29:18.430 -0400;48;1
49;;true;2024-09-16 06:57:12.040 -0400;2024-10-08 11:36:59.942 -0400;46;1
48;;;2024-09-16 06:57:12.040 -0400;2024-10-08 11:19:45.597 -0400;45;1
52;;true;2024-09-16 06:57:12.040 -0400;2024-10-08 11:48:02.049 -0400;49;1
57;;true;2024-09-16 06:57:12.040 -0400;2024-10-08 12:16:51.972 -0400;91;1
55;;true;2024-09-16 06:57:12.040 -0400;2024-10-09 08:32:18.447 -0400;52;1
63;;true;2024-09-16 06:57:12.040 -0400;2024-10-09 09:10:43.268 -0400;59;1
66;;true;2024-09-16 06:57:12.040 -0400;2024-10-17 10:53:37.444 -0400;62;1
58;;;2024-09-16 06:57:12.040 -0400;2024-10-09 08:51:47.290 -0400;55;1
68;;true;2024-09-16 06:57:12.040 -0400;2024-10-09 10:14:14.763 -0400;64;1
59;;;2024-09-16 06:57:12.040 -0400;2024-10-09 09:32:47.289 -0400;56;1
85;;true;2024-09-16 06:57:12.041 -0400;2024-10-18 11:47:05.117 -0400;92;1
65;;true;2024-09-16 06:57:12.040 -0400;2024-10-09 09:38:41.885 -0400;61;1
69;;true;2024-09-16 06:57:12.040 -0400;2024-10-09 10:15:14.769 -0400;65;1
72;;true;2024-09-16 06:57:12.040 -0400;2024-10-09 10:18:25.564 -0400;69;1
76;;true;2024-09-16 06:57:12.040 -0400;2024-10-09 10:24:49.380 -0400;74;1
73;;false;2024-09-16 06:57:12.040 -0400;2024-10-09 10:20:16.910 -0400;70;1
74;;true;2024-09-16 06:57:12.040 -0400;2024-10-09 10:38:25.336 -0400;71;1
78;;false;2024-09-16 06:57:12.040 -0400;2024-10-17 11:25:33.063 -0400;76;1
81;;true;2024-09-16 06:57:12.040 -0400;2024-10-09 10:50:14.825 -0400;80;1
82;;true;2024-09-16 06:57:12.040 -0400;2024-10-09 11:02:36.416 -0400;81;1
107;;true;2024-09-16 12:00:13.307 -0400;2024-10-18 09:10:23.807 -0400;22;2
79;;false;2024-09-16 06:57:12.040 -0400;2024-10-09 10:55:31.364 -0400;77;1
40;;true;2024-09-16 06:57:12.040 -0400;2024-10-10 11:07:16.352 -0400;37;1
71;;true;2024-09-16 06:57:12.040 -0400;2024-10-10 12:13:19.173 -0400;68;1
1;;true;2024-09-16 06:57:12.039 -0400;2024-10-14 07:55:16.988 -0400;1;1
2;;true;2024-09-16 06:57:12.039 -0400;2024-10-14 08:03:36.920 -0400;2;1
3;;true;2024-09-16 06:57:12.039 -0400;2024-10-14 08:04:19.433 -0400;3;1
7;;true;2024-09-16 06:57:12.039 -0400;2024-10-14 08:40:22.031 -0400;7;1
54;;true;2024-09-16 06:57:12.040 -0400;2024-10-17 08:15:54.914 -0400;51;1
84;;;2024-09-16 06:57:12.041 -0400;2024-10-17 11:08:53.700 -0400;83;1
120;;false;2024-09-16 12:00:13.308 -0400;2024-10-21 12:45:20.066 -0400;89;2
138;;true;2024-09-16 12:00:13.308 -0400;2024-10-09 09:32:46.201 -0400;46;2
891;;true;2024-10-04 07:28:54.520 -0400;2024-10-29 13:23:05.811 -0400;1;11
77;;;2024-09-16 06:57:12.040 -0400;2024-10-29 07:20:35.704 -0400;75;1
11;;false;2024-09-16 06:57:12.039 -0400;2024-10-29 07:45:39.328 -0400;11;1
10;;false;2024-09-16 06:57:12.039 -0400;2024-10-29 07:46:12.867 -0400;10;1
37;;false;2024-09-16 06:57:12.040 -0400;2024-10-29 07:47:01.219 -0400;34;1
50;;false;2024-09-16 06:57:12.040 -0400;2024-10-29 07:47:16.702 -0400;47;1
53;;false;2024-09-16 06:57:12.040 -0400;2024-10-29 07:48:12.151 -0400;50;1
60;;false;2024-09-16 06:57:12.040 -0400;2024-10-29 07:48:22.374 -0400;57;1
41;;true;2024-09-16 06:57:12.040 -0400;2024-10-29 07:48:40.274 -0400;38;1
43;;false;2024-09-16 06:57:12.040 -0400;2024-10-29 07:48:43.709 -0400;40;1
45;;false;2024-09-16 06:57:12.040 -0400;2024-10-29 07:48:46.091 -0400;42;1
894;;true;2024-10-04 07:28:54.520 -0400;2024-10-29 16:14:28.418 -0400;4;11
139;;false;2024-09-16 12:00:13.308 -0400;2024-10-29 14:21:55.193 -0400;47;2
143;;false;2024-09-16 12:00:13.308 -0400;2024-10-29 14:22:38.341 -0400;51;2
99;;false;2024-09-16 12:00:13.307 -0400;2024-10-29 14:30:03.334 -0400;10;2
154;;false;2024-09-16 12:00:13.308 -0400;2024-10-29 14:30:34.109 -0400;61;2
893;;true;2024-10-04 07:28:54.520 -0400;2024-10-30 07:10:02.478 -0400;3;11
897;;false;2024-10-04 07:28:54.520 -0400;2024-11-01 07:48:43.209 -0400;7;11
892;;false;2024-10-04 07:28:54.520 -0400;2024-11-01 07:48:55.990 -0400;2;11
170;;true;2024-09-16 12:00:13.308 -0400;2024-10-10 08:35:45.948 -0400;80;2
177;;false;2024-09-16 12:00:13.309 -0400;2024-09-16 12:00:13.309 -0400;95;2
178;;false;2024-09-16 12:00:13.309 -0400;2024-09-16 12:00:13.309 -0400;96;2
121;;true;2024-09-16 12:00:13.308 -0400;2024-10-21 12:50:00.151 -0400;29;2
149;;true;2024-09-16 12:00:13.308 -0400;2024-10-09 12:09:20.415 -0400;57;2
215;;true;2024-09-17 11:40:12.675 -0400;2024-09-27 10:24:56.805 -0400;34;3
129;;true;2024-09-16 12:00:13.308 -0400;2024-10-10 11:02:14.002 -0400;37;2
160;;true;2024-09-16 12:00:13.308 -0400;2024-10-10 11:03:49.612 -0400;68;2
161;;true;2024-09-16 12:00:13.308 -0400;2024-10-10 11:04:18.056 -0400;69;2
898;;true;2024-10-04 07:28:54.520 -0400;2024-10-16 10:05:03.663 -0400;8;11
167;;false;2024-09-16 12:00:13.308 -0400;2024-10-10 11:07:57.535 -0400;76;2
899;;true;2024-10-04 07:28:54.520 -0400;2024-10-17 07:55:06.113 -0400;9;11
900;;true;2024-10-04 07:28:54.520 -0400;2024-10-17 07:55:18.226 -0400;10;11
130;;true;2024-09-16 12:00:13.308 -0400;2024-10-18 09:39:27.012 -0400;38;2
157;;false;2024-09-16 12:00:13.308 -0400;2024-10-18 09:55:42.988 -0400;64;2
171;;true;2024-09-16 12:00:13.308 -0400;2024-10-18 10:07:28.712 -0400;81;2
137;;;2024-09-16 12:00:13.308 -0400;2024-10-18 09:46:56.539 -0400;45;2
174;;true;2024-09-16 12:00:13.308 -0400;2024-10-18 10:10:20.524 -0400;92;2
148;;;2024-09-16 12:00:13.308 -0400;2024-10-18 09:52:10.247 -0400;56;2
162;;true;2024-09-16 12:00:13.308 -0400;2024-10-18 10:42:05.862 -0400;70;2
158;;true;2024-09-16 12:00:13.308 -0400;2024-10-18 13:03:23.159 -0400;65;2
168;;false;2024-09-16 12:00:13.308 -0400;2024-10-18 13:21:01.899 -0400;77;2
144;;true;2024-09-16 12:00:13.308 -0400;2024-10-18 12:23:32.064 -0400;52;2
146;;true;2024-09-16 12:00:13.308 -0400;2024-10-18 13:43:02.220 -0400;91;2
147;;;2024-09-16 12:00:13.308 -0400;2024-10-18 13:44:42.772 -0400;55;2
181;;true;2024-09-17 11:40:12.674 -0400;2024-10-21 14:59:31.439 -0400;3;3
123;;false;2024-09-16 12:00:13.308 -0400;2024-10-21 12:53:48.391 -0400;31;2
182;;true;2024-09-17 11:40:12.674 -0400;2024-10-21 14:59:31.751 -0400;4;3
186;;true;2024-09-17 11:40:12.674 -0400;2024-10-21 14:59:36.735 -0400;8;3
187;;true;2024-09-17 11:40:12.674 -0400;2024-10-21 14:59:37.819 -0400;9;3
192;;true;2024-09-17 11:40:12.674 -0400;2024-10-21 14:59:42.489 -0400;14;3
193;;true;2024-09-17 11:40:12.674 -0400;2024-10-21 14:59:43.850 -0400;15;3
185;;false;2024-09-17 11:40:12.674 -0400;2024-10-29 15:25:32.527 -0400;7;3
195;;false;2024-09-17 11:40:12.674 -0400;2024-10-24 13:57:15.124 -0400;17;3
188;;false;2024-09-17 11:40:12.674 -0400;2024-10-23 15:25:26.432 -0400;10;3
191;;true;2024-09-17 11:40:12.674 -0400;2024-10-24 13:22:17.376 -0400;13;3
189;;false;2024-09-17 11:40:12.674 -0400;2024-10-29 10:19:00.629 -0400;11;3
252;;true;2024-09-17 11:40:12.675 -0400;2024-10-25 10:41:40.625 -0400;71;3
207;;true;2024-09-17 11:40:12.674 -0400;2024-10-25 09:37:11.024 -0400;87;3
198;;;2024-09-17 11:40:12.674 -0400;2024-10-24 14:44:09.867 -0400;19;3
197;;;2024-09-17 11:40:12.674 -0400;2024-10-24 14:29:20.395 -0400;18;3
206;;true;2024-09-17 11:40:12.674 -0400;2024-10-25 09:56:52.594 -0400;26;3
217;;true;2024-09-17 11:40:12.675 -0400;2024-10-25 13:39:11.985 -0400;36;3
204;;false;2024-09-17 11:40:12.674 -0400;2024-10-29 13:33:11.209 -0400;24;3
229;;true;2024-09-17 11:40:12.675 -0400;2024-10-29 11:43:08.800 -0400;48;3
203;;false;2024-09-17 11:40:12.674 -0400;2024-10-29 13:33:09.778 -0400;86;3
196;;true;2024-09-17 11:40:12.674 -0400;2024-10-25 10:28:55.467 -0400;22;3
263;;true;2024-09-17 11:40:12.675 -0400;2024-10-29 13:44:47.035 -0400;92;3
249;;false;2024-09-17 11:40:12.675 -0400;2024-10-29 13:24:43.609 -0400;68;3
254;;false;2024-09-17 11:40:12.675 -0400;2024-10-29 13:15:48.235 -0400;74;3
216;;;2024-09-17 11:40:12.675 -0400;2024-10-25 13:38:30.503 -0400;35;3
218;;true;2024-09-17 11:40:12.675 -0400;2024-10-25 13:48:49.919 -0400;37;3
219;;true;2024-09-17 11:40:12.675 -0400;2024-10-25 13:52:52.931 -0400;38;3
221;;true;2024-09-17 11:40:12.675 -0400;2024-10-25 14:21:40.488 -0400;40;3
224;;false;2024-09-17 11:40:12.675 -0400;2024-10-29 13:17:19.314 -0400;43;3
223;;false;2024-09-17 11:40:12.675 -0400;2024-10-29 13:17:17.422 -0400;42;3
227;;true;2024-09-17 11:40:12.675 -0400;2024-10-25 14:57:08.343 -0400;46;3
250;;true;2024-09-17 11:40:12.675 -0400;2024-10-28 10:47:37.040 -0400;69;3
257;;false;2024-09-17 11:40:12.675 -0400;2024-10-29 13:15:53.892 -0400;77;3
228;;false;2024-09-17 11:40:12.675 -0400;2024-10-29 13:39:23.039 -0400;47;3
256;;false;2024-09-17 11:40:12.675 -0400;2024-10-29 13:15:52.353 -0400;76;3
226;;;2024-09-17 11:40:12.675 -0400;2024-10-25 15:35:43.764 -0400;45;3
236;;;2024-09-17 11:40:12.675 -0400;2024-10-25 16:00:52.129 -0400;55;3
238;;true;2024-09-17 11:40:12.675 -0400;2024-10-25 16:04:47.573 -0400;57;3
173;;;2024-09-16 12:00:13.308 -0400;2024-10-27 20:53:51.973 -0400;83;2
262;;;2024-09-17 11:40:12.675 -0400;2024-10-29 09:01:54.382 -0400;83;3
251;;true;2024-09-17 11:40:12.675 -0400;2024-10-28 10:50:16.494 -0400;70;3
232;;false;2024-09-17 11:40:12.675 -0400;2024-10-29 13:17:27.028 -0400;51;3
212;;false;2024-09-17 11:40:12.674 -0400;2024-10-29 13:17:02.687 -0400;31;3
260;;false;2024-09-17 11:40:12.675 -0400;2024-10-29 13:15:55.474 -0400;81;3
210;;false;2024-09-17 11:40:12.674 -0400;2024-10-29 13:33:38.395 -0400;29;3
214;;;2024-09-17 11:40:12.675 -0400;2024-10-29 11:54:29.154 -0400;33;3
230;;true;2024-09-17 11:40:12.675 -0400;2024-10-29 08:23:47.310 -0400;49;3
255;;;2024-09-17 11:40:12.675 -0400;2024-10-29 09:57:12.226 -0400;75;3
247;;true;2024-09-17 11:40:12.675 -0400;2024-10-29 12:43:33.627 -0400;65;3
349;;true;2024-09-17 11:43:25.363 -0400;2024-10-16 11:18:08.762 -0400;81;4
271;;false;2024-09-17 11:43:25.362 -0400;2024-09-17 11:43:25.362 -0400;4;4
274;;false;2024-09-17 11:43:25.362 -0400;2024-09-17 11:43:25.362 -0400;7;4
205;;false;2024-09-17 11:40:12.674 -0400;2024-09-17 11:40:12.674 -0400;25;3
211;;false;2024-09-17 11:40:12.674 -0400;2024-09-17 11:40:12.674 -0400;30;3
225;;false;2024-09-17 11:40:12.675 -0400;2024-09-17 11:40:12.675 -0400;44;3
234;;false;2024-09-17 11:40:12.675 -0400;2024-09-17 11:40:12.675 -0400;53;3
122;;false;2024-09-16 12:00:13.308 -0400;2024-10-21 12:53:20.945 -0400;30;2
267;;false;2024-09-17 11:40:12.675 -0400;2024-09-17 11:40:12.675 -0400;96;3
355;;false;2024-09-17 11:43:25.363 -0400;2024-09-17 11:43:25.363 -0400;95;4
354;;false;2024-09-17 11:43:25.363 -0400;2024-09-17 11:43:25.363 -0400;94;4
266;;false;2024-09-17 11:40:12.675 -0400;2024-09-17 11:40:12.675 -0400;95;3
244;;false;2024-09-17 11:40:12.675 -0400;2024-09-17 12:44:01.669 -0400;62;3
306;;true;2024-09-17 11:43:25.363 -0400;2024-10-10 10:46:15.264 -0400;36;4
290;;true;2024-09-17 11:43:25.363 -0400;2024-10-14 10:53:12.080 -0400;23;4
338;;true;2024-09-17 11:43:25.363 -0400;2024-10-15 10:54:55.748 -0400;68;4
344;;;2024-09-17 11:43:25.363 -0400;2024-10-16 10:29:00.524 -0400;75;4
288;;true;2024-09-17 11:43:25.363 -0400;2024-10-14 10:41:14.068 -0400;20;4
295;;true;2024-09-17 11:43:25.363 -0400;2024-10-14 11:20:06.133 -0400;26;4
298;;true;2024-09-17 11:43:25.363 -0400;2024-10-14 11:23:11.014 -0400;89;4
308;;true;2024-09-17 11:43:25.363 -0400;2024-10-15 09:43:06.502 -0400;38;4
302;;;2024-09-17 11:43:25.363 -0400;2024-10-14 11:25:07.929 -0400;32;4
312;;true;2024-09-17 11:43:25.363 -0400;2024-10-15 10:03:57.328 -0400;42;4
318;;true;2024-09-17 11:43:25.363 -0400;2024-10-15 10:10:28.514 -0400;48;4
322;;true;2024-09-17 11:43:25.363 -0400;2024-10-15 10:22:18.642 -0400;52;4
324;;true;2024-09-17 11:43:25.363 -0400;2024-10-15 10:27:53.098 -0400;91;4
348;;true;2024-09-17 11:43:25.363 -0400;2024-10-16 10:43:44.700 -0400;80;4
325;;;2024-09-17 11:43:25.363 -0400;2024-10-15 10:29:49.706 -0400;55;4
326;;;2024-09-17 11:43:25.363 -0400;2024-10-15 10:30:25.656 -0400;56;4
327;;false;2024-09-17 11:43:25.363 -0400;2024-10-15 10:38:24.523 -0400;57;4
330;;true;2024-09-17 11:43:25.363 -0400;2024-10-15 10:38:36.332 -0400;59;4
343;;false;2024-09-17 11:43:25.363 -0400;2024-10-16 10:21:33.474 -0400;74;4
904;;true;2024-10-04 07:28:54.520 -0400;2024-10-17 08:02:44.502 -0400;14;11
351;;;2024-09-17 11:43:25.363 -0400;2024-10-16 11:20:25.860 -0400;83;4
379;;true;2024-09-17 13:14:21.635 -0400;2024-10-03 14:07:51.302 -0400;23;5
388;;true;2024-09-17 13:14:21.635 -0400;2024-10-10 20:50:04.836 -0400;29;5
387;;true;2024-09-17 13:14:21.635 -0400;2024-10-10 16:36:32.484 -0400;89;5
441;;true;2024-09-17 13:14:21.636 -0400;2024-10-21 13:31:47.849 -0400;92;5
364;;true;2024-09-17 13:14:21.635 -0400;2024-10-04 15:29:35.124 -0400;8;5
391;;;2024-09-17 13:14:21.635 -0400;2024-10-02 11:58:06.362 -0400;32;5
381;;false;2024-09-17 13:14:21.635 -0400;2024-10-10 16:35:02.276 -0400;86;5
382;;false;2024-09-17 13:14:21.635 -0400;2024-10-10 16:35:13.707 -0400;24;5
281;;false;2024-09-17 11:43:25.362 -0400;2024-10-24 11:02:12.671 -0400;14;4
352;;true;2024-09-17 11:43:25.363 -0400;2024-10-28 16:41:43.499 -0400;92;4
366;;false;2024-09-17 13:14:21.635 -0400;2024-10-25 18:11:29.669 -0400;10;5
246;;false;2024-09-17 11:40:12.675 -0400;2024-10-29 13:24:45.885 -0400;64;3
259;;true;2024-09-17 11:40:12.675 -0400;2024-10-28 17:42:45.464 -0400;80;3
371;;false;2024-09-17 13:14:21.635 -0400;2024-10-25 18:09:45.742 -0400;15;5
372;;false;2024-09-17 13:14:21.635 -0400;2024-10-25 18:09:53.489 -0400;16;5
393;;false;2024-09-17 13:14:21.635 -0400;2024-10-25 18:10:23.391 -0400;34;5
409;;false;2024-09-17 13:14:21.635 -0400;2024-10-25 18:10:43.724 -0400;50;5
410;;false;2024-09-17 13:14:21.635 -0400;2024-10-25 18:10:45.919 -0400;51;5
421;;false;2024-09-17 13:14:21.635 -0400;2024-10-25 18:11:03.096 -0400;61;5
299;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:23:03.605 -0400;29;4
285;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:35:17.076 -0400;22;4
275;;false;2024-09-17 11:43:25.362 -0400;2024-10-29 09:34:57.260 -0400;8;4
278;;false;2024-09-17 11:43:25.362 -0400;2024-10-29 09:35:02.104 -0400;11;4
280;;false;2024-09-17 11:43:25.362 -0400;2024-10-29 09:35:06.498 -0400;13;4
284;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:35:12.440 -0400;17;4
292;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:35:28.701 -0400;86;4
293;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:35:32.317 -0400;24;4
296;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:35:36.402 -0400;87;4
301;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:37:42.474 -0400;31;4
307;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:37:50.878 -0400;37;4
313;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:38:00.955 -0400;43;4
316;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:38:07.013 -0400;46;4
317;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:38:10.991 -0400;47;4
319;;true;2024-09-17 11:43:25.363 -0400;2024-10-29 09:38:28.218 -0400;49;4
320;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:38:33.531 -0400;50;4
332;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:40:58.421 -0400;61;4
335;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:41:04.284 -0400;64;4
336;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:41:09.079 -0400;65;4
339;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:41:11.711 -0400;69;4
340;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:41:16.848 -0400;70;4
345;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:41:35.547 -0400;76;4
346;;false;2024-09-17 11:43:25.363 -0400;2024-10-29 09:41:40.174 -0400;77;4
903;;false;2024-10-04 07:28:54.520 -0400;2024-11-01 07:53:04.006 -0400;13;11
384;;true;2024-09-17 13:14:21.635 -0400;2024-10-10 16:35:23.239 -0400;26;5
419;;true;2024-09-17 13:14:21.635 -0400;2024-10-04 17:26:11.539 -0400;59;5
413;;false;2024-09-17 13:14:21.635 -0400;2024-10-03 18:18:09.388 -0400;91;5
397;;true;2024-09-17 13:14:21.635 -0400;2024-09-17 16:48:12.893 -0400;38;5
462;;false;2024-09-17 13:17:42.038 -0400;2024-10-22 08:29:50.525 -0400;17;6
399;;true;2024-09-17 13:14:21.635 -0400;2024-09-17 16:48:20.549 -0400;40;5
453;;true;2024-09-17 13:17:42.038 -0400;2024-09-20 08:47:58.962 -0400;8;6
401;;false;2024-09-17 13:14:21.635 -0400;2024-10-10 21:00:47.916 -0400;42;5
454;;true;2024-09-17 13:17:42.038 -0400;2024-09-20 08:52:00.537 -0400;9;6
468;;true;2024-09-17 13:17:42.038 -0400;2024-09-20 09:41:09.533 -0400;23;6
474;;true;2024-09-17 13:17:42.038 -0400;2024-09-20 09:59:41.382 -0400;87;6
358;;false;2024-09-17 13:14:21.635 -0400;2024-09-17 13:14:21.635 -0400;2;5
359;;false;2024-09-17 13:14:21.635 -0400;2024-09-17 13:14:21.635 -0400;3;5
360;;false;2024-09-17 13:14:21.635 -0400;2024-09-17 13:14:21.635 -0400;4;5
449;;false;2024-09-17 13:17:42.038 -0400;2024-09-17 13:17:42.038 -0400;4;6
452;;false;2024-09-17 13:17:42.038 -0400;2024-09-17 13:17:42.038 -0400;7;6
422;;false;2024-09-17 13:14:21.636 -0400;2024-09-17 13:14:21.636 -0400;62;5
272;;false;2024-09-17 11:43:25.362 -0400;2024-09-18 08:36:26.397 -0400;5;4
289;;false;2024-09-17 11:43:25.363 -0400;2024-10-14 10:42:24.169 -0400;21;4
291;;false;2024-09-17 11:43:25.363 -0400;2024-10-14 10:59:21.820 -0400;85;4
444;;false;2024-09-17 13:14:21.636 -0400;2024-09-17 13:14:21.636 -0400;95;5
443;;false;2024-09-17 13:14:21.636 -0400;2024-09-17 13:14:21.636 -0400;94;5
445;;false;2024-09-17 13:14:21.636 -0400;2024-09-17 13:14:21.636 -0400;96;5
356;;false;2024-09-17 11:43:25.363 -0400;2024-09-17 11:43:25.363 -0400;96;4
502;;false;2024-09-17 13:17:42.038 -0400;2024-09-17 13:17:42.038 -0400;91;6
476;;true;2024-09-17 13:17:42.038 -0400;2024-09-20 10:11:01.033 -0400;89;6
464;;;2024-09-17 13:17:42.038 -0400;2024-09-20 09:21:16.329 -0400;18;6
465;;;2024-09-17 13:17:42.038 -0400;2024-09-20 09:30:04.403 -0400;19;6
466;;true;2024-09-17 13:17:42.038 -0400;2024-09-20 09:30:28.298 -0400;20;6
370;;true;2024-09-17 13:14:21.635 -0400;2024-10-10 16:25:46.922 -0400;14;5
446;;false;2024-09-17 13:17:42.038 -0400;2024-10-22 08:35:57.156 -0400;1;6
463;;false;2024-09-17 13:17:42.038 -0400;2024-09-20 12:11:52.526 -0400;22;6
477;;true;2024-09-17 13:17:42.038 -0400;2024-10-21 10:47:23.052 -0400;29;6
363;;true;2024-09-17 13:14:21.635 -0400;2024-09-30 16:31:00.129 -0400;7;5
394;;;2024-09-17 13:14:21.635 -0400;2024-10-21 13:39:34.764 -0400;35;5
367;;false;2024-09-17 13:14:21.635 -0400;2024-10-10 16:19:53.956 -0400;11;5
369;;false;2024-09-17 13:14:21.635 -0400;2024-10-10 16:20:02.874 -0400;13;5
377;;true;2024-09-17 13:14:21.635 -0400;2024-10-10 16:34:27.900 -0400;20;5
373;;true;2024-09-17 13:14:21.635 -0400;2024-10-17 14:11:14.332 -0400;17;5
385;;false;2024-09-17 13:14:21.635 -0400;2024-10-17 14:49:03.695 -0400;87;5
395;;true;2024-09-17 13:14:21.635 -0400;2024-10-10 21:00:31.406 -0400;36;5
396;;true;2024-09-17 13:14:21.635 -0400;2024-10-04 15:49:47.166 -0400;37;5
424;;true;2024-09-17 13:14:21.636 -0400;2024-10-10 21:04:05.536 -0400;64;5
375;;;2024-09-17 13:14:21.635 -0400;2024-10-17 13:34:07.054 -0400;18;5
402;;false;2024-09-17 13:14:21.635 -0400;2024-10-10 21:00:54.432 -0400;43;5
405;;true;2024-09-17 13:14:21.635 -0400;2024-10-10 21:01:04.763 -0400;46;5
425;;true;2024-09-17 13:14:21.636 -0400;2024-10-10 21:04:14.031 -0400;65;5
406;;false;2024-09-17 13:14:21.635 -0400;2024-10-10 21:01:08.203 -0400;47;5
407;;true;2024-09-17 13:14:21.635 -0400;2024-10-10 21:01:16.409 -0400;48;5
408;;true;2024-09-17 13:14:21.635 -0400;2024-10-10 21:01:21.286 -0400;49;5
905;;true;2024-10-04 07:28:54.520 -0400;2024-10-17 08:03:03.033 -0400;15;11
365;;true;2024-09-17 13:14:21.635 -0400;2024-10-17 13:05:41.794 -0400;9;5
374;;true;2024-09-17 13:14:21.635 -0400;2024-10-17 13:23:29.675 -0400;22;5
376;;;2024-09-17 13:14:21.635 -0400;2024-10-17 13:36:59.168 -0400;19;5
392;;;2024-09-17 13:14:21.635 -0400;2024-10-17 16:31:32.283 -0400;33;5
459;;false;2024-09-17 13:17:42.038 -0400;2024-10-22 08:29:32.673 -0400;14;6
404;;;2024-09-17 13:14:21.635 -0400;2024-10-21 14:15:06.773 -0400;45;5
414;;;2024-09-17 13:14:21.635 -0400;2024-10-21 14:32:09.471 -0400;55;5
415;;;2024-09-17 13:14:21.635 -0400;2024-10-21 14:32:57.040 -0400;56;5
